390,Kevin Love,490,408,16103,3001,6738,.445,690,1895,.364,2311,4843,.477,.497,2324,2858,.813,1596,4115,5711,1187,340,242,969,1056,9016,
391,Kyle Lowry,628,392,18876,2679,6405,.418,877,2476,.354,1802,3929,.459,.487,2039,2547,.801,532,1980,2512,3537,850,165,1337,1701,8274,
392,John Lucas III,237,8,2916,453,1181,.384,163,473,.345,290,708,.410,.453,76,99,.768,57,180,237,361,86,2,128,195,1145,
393,Kalin Lucas,1,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,1,0,0,1,0,
394,Trey Lyles,50,29,857,91,217,.419,20,49,.408,71,168,.423,.465,29,46,.630,43,151,194,35,12,11,39,72,231,
395,Scott Machado,6,0,21,3,6,.500,0,1,.000,3,5,.600,.500,2,2,1.000,0,1,1,6,2,0,8,0,8,
396,Vernon Macklin,23,0,135,19,35,.543,0,0,,19,35,.543,.543,8,14,.571,14,20,34,5,4,4,3,9,46,
397,Shelvin Mack,247,14,3697,512,1234,.415,136,429,.317,376,805,.467,.470,149,192,.776,46,347,393,663,131,6,234,228,1309,
398,Ian Mahinmi,411,65,6593,728,1376,.529,0,6,.000,728,1370,.531,.529,502,842,.596,583,1116,1699,166,204,285,353,1035,1958,
399,Devyn Marble,24,7,228,15,50,.300,4,24,.167,11,26,.423,.340,5,17,.294,6,28,34,17,10,2,10,16,39,
400,Boban Marjanovic,34,1,295,67,110,.609,0,0,,67,110,.609,.609,60,81,.741,46,77,123,12,10,15,21,39,194,
401,Kendall Marshall,144,56,2883,292,732,.399,118,320,.369,174,412,.422,.480,39,65,.600,22,216,238,751,98,8,273,162,741,
402,Cartier Martin,243,15,3351,430,1098,.392,218,586,.372,212,512,.414,.491,151,207,.729,88,375,463,121,97,27,128,317,1229,
403,Jarell Martin,2,0,9,1,5,.200,0,0,,1,5,.200,.200,0,0,,0,0,0,0,0,0,0,2,2,
404,Kevin Martin,694,503,21255,3812,8701,.438,1128,2932,.385,2684,5769,.465,.503,3525,4051,.870,396,1843,2239,1338,633,76,1180,1338,12277,
405,Wesley Matthews,492,432,15907,2373,5428,.437,1005,2594,.387,1368,2834,.483,.530,1161,1404,.827,300,1224,1524,1007,555,94,654,1086,6912,
406,Jason Maxiell,618,188,11379,1398,2823,.495,0,5,.000,1398,2818,.496,.495,685,1214,.564,1048,1528,2576,266,230,490,487,1197,3481,
407,Eric Maynor,267,2,3896,440,1122,.392,111,317,.350,329,805,.409,.442,150,208,.721,67,281,348,760,111,20,281,296,1141,
408,O.J. Mayo,536,314,16634,2788,6493,.429,837,2246,.373,1951,4247,.459,.494,1103,1344,.821,282,1396,1678,1585,545,137,1105,1197,7516,
409,Luc Mbah a Moute,517,338,12163,1280,2890,.443,97,317,.306,1183,2573,.460,.460,671,1014,.662,878,1510,2388,481,437,198,519,978,3328,
410,Didier Ilunga-Mbenga,234,4,1566,180,383,.470,0,2,.000,180,381,.472,.470,54,89,.607,129,222,351,41,37,141,87,286,414,
411,James Michael McAdoo,40,0,284,46,84,.548,0,0,,46,84,.548,.548,27,52,.519,29,40,69,11,12,14,15,39,119,
412,Ray McCallum,138,43,2573,345,832,.415,61,185,.330,284,647,.439,.451,97,135,.719,76,214,290,339,71,24,135,175,848,
413,C.J. McCollum,152,55,3269,653,1493,.437,210,538,.390,443,955,.464,.508,184,245,.751,52,274,326,311,121,23,205,257,1700,
414,T.J. McConnell,53,17,1109,144,307,.469,23,67,.343,121,240,.504,.507,17,28,.607,32,161,193,252,69,8,106,78,328,
415,Chris McCullough,2,0,25,3,8,.375,1,3,.333,2,5,.400,.438,0,0,,1,2,3,0,1,1,3,6,7,
416,K.J. McDaniels,78,15,1414,180,460,.391,45,157,.287,135,303,.446,.440,106,142,.746,69,144,213,73,47,74,109,138,511,
417,Doug McDermott,87,4,1463,207,484,.428,83,206,.403,124,278,.446,.513,33,42,.786,28,134,162,38,12,5,57,107,530,
418,Mitch McGary,46,2,541,94,179,.525,0,5,.000,94,174,.540,.525,29,48,.604,57,121,178,16,16,18,37,80,217,
419,JaVale McGee,414,160,7961,1424,2624,.543,1,6,.167,1423,2618,.544,.543,543,931,.583,831,1406,2237,138,163,711,438,953,3392,
420,Dominic McGuire,342,84,5348,388,927,.419,3,16,.188,385,911,.423,.420,160,243,.658,344,825,1169,422,154,184,242,501,939,
421,Ben McLemore,213,178,5888,755,1814,.416,280,809,.346,475,1005,.473,.493,305,385,.792,107,471,578,281,163,44,304,519,2095,
422,Jerel McNeal,6,0,36,3,11,.273,1,2,.500,2,9,.222,.318,2,2,1.000,0,3,3,2,3,1,5,5,9,
423,Jordan McRae,6,0,68,9,21,.429,2,9,.222,7,12,.583,.476,9,11,.818,1,5,6,7,2,0,5,4,29,
424,Josh McRoberts,392,164,7657,843,1777,.474,174,519,.335,669,1258,.532,.523,294,415,.708,438,1137,1575,811,207,188,349,757,2154,
425,Jodie Meeks,417,194,10123,1378,3266,.422,635,1704,.373,743,1562,.476,.519,712,808,.881,127,775,902,457,349,27,335,531,4103,
426,Salah Mejri,14,3,150,20,30,.667,0,0,,20,30,.667,.667,13,19,.684,14,27,41,2,2,8,9,18,53,
427,Gal Mekel,35,1,335,33,106,.311,5,23,.217,28,83,.337,.335,8,12,.667,5,23,28,76,6,1,33,32,79,
428,Fab Melo,6,0,36,3,6,.500,0,0,,3,6,.500,.500,1,4,.250,0,3,3,0,2,2,1,7,7,
429,Pops Mensah-Bonsu,61,0,509,64,156,.410,0,2,.000,64,154,.416,.410,53,90,.589,83,97,180,11,14,14,40,82,181,
430,Jordan Mickey,3,0,6,2,3,.667,0,0,,2,3,.667,.667,3,3,1.000,2,1,3,1,0,1,0,1,7,
431,Khris Middleton,241,175,7225,1169,2625,.445,346,857,.404,823,1768,.465,.511,464,537,.864,140,766,906,587,286,44,358,618,3148,
432,C.J. Miles,623,270,12880,2180,5262,.414,799,2295,.348,1381,2967,.465,.490,851,1067,.798,295,1203,1498,752,475,182,598,1382,6010,
433,Andre Miller,1291,935,40087,6012,13056,.460,192,884,.217,5820,12172,.478,.468,4006,4962,.807,1367,3401,4768,8495,1539,227,3109,2868,16222,
434,Darius Miller,102,10,1460,118,281,.420,47,134,.351,71,147,.483,.504,37,44,.841,17,114,131,89,42,21,46,185,320,
435,Mike Miller,1003,569,27598,4001,8709,.459,1577,3878,.407,2424,4831,.502,.550,1349,1755,.769,630,3700,4330,2638,568,228,1546,2025,10928,
436,Quincy Miller,69,16,934,107,306,.350,33,113,.292,74,193,.383,.404,48,68,.706,41,128,169,37,30,37,54,82,295,
437,Elijah Millsap,67,5,1097,92,277,.332,29,102,.284,63,175,.360,.384,71,104,.683,34,151,185,77,63,19,76,157,284,
438,Paul Millsap,741,465,21442,3894,7768,.501,231,686,.337,3663,7082,.517,.516,2198,3003,.732,1733,3718,5451,1581,963,742,1300,2372,10217,
439,Patty Mills,333,9,5139,931,2113,.441,399,1019,.392,532,1094,.486,.535,198,238,.832,104,376,480,587,203,21,275,373,2459,
440,Nikola Mirotic,126,34,2710,403,1013,.398,173,522,.331,230,491,.468,.483,320,402,.796,106,556,662,158,92,83,156,262,1299,
441,Tony Mitchell,21,0,79,5,12,.417,1,1,1.000,4,11,.364,.458,11,19,.579,15,11,26,2,6,3,4,9,22,
442,Tony Mitchell,3,0,10,3,5,.600,0,1,.000,3,4,.750,.600,0,0,,1,0,1,1,1,0,0,0,6,
443,Nazr Mohammed,1000,354,15872,2399,4934,.486,0,8,.000,2399,4926,.487,.486,1021,1597,.639,1807,2897,4704,375,432,639,916,2152,5819,
444,Greg Monroe,429,384,13370,2498,4919,.508,0,7,.000,2498,4912,.509,.508,1271,1816,.700,1365,2608,3973,968,497,272,880,1027,6267,
445,Luis Montero,7,0,23,5,13,.385,1,5,.200,4,8,.500,.423,2,2,1.000,0,2,2,1,0,0,2,1,13,
446,E'Twaun Moore,288,32,4769,641,1523,.421,179,499,.359,462,1024,.451,.480,134,182,.736,104,354,458,435,166,55,225,366,1595,
447,Eric Moreland,8,0,26,3,4,.750,0,0,,3,4,.750,.750,0,2,.000,1,6,7,0,0,4,0,3,6,
448,Darius Morris,132,17,1464,166,432,.384,47,146,.322,119,286,.416,.439,51,81,.630,40,86,126,189,45,2,112,127,430,
449,Markieff Morris,345,145,8715,1534,3465,.443,201,621,.324,1333,2844,.469,.472,671,884,.759,492,1368,1860,596,320,213,581,969,3940,
450,Marcus Morris,310,112,7412,1122,2622,.428,355,1004,.354,767,1618,.474,.496,410,588,.697,309,957,1266,414,229,71,339,633,3009,
451,Anthony Morrow,494,134,11316,1814,4021,.451,743,1739,.427,1071,2282,.469,.544,562,636,.884,295,877,1172,461,290,71,367,835,4933,
452,Donatas Motiejunas,191,80,3715,612,1271,.482,101,317,.319,511,954,.536,.521,199,327,.609,240,529,769,209,89,67,234,433,1524,
453,Arnett Moultrie,59,2,729,94,172,.547,0,0,,94,172,.547,.547,22,33,.667,87,93,180,12,25,14,26,65,210,
454,Timofey Mozgov,342,191,6251,938,1764,.532,7,39,.179,931,1725,.540,.534,491,673,.730,590,1140,1730,186,111,317,395,772,2374,
455,Emmanuel Mudiay,40,38,1208,170,500,.340,31,114,.272,139,386,.360,.371,85,138,.616,19,110,129,235,43,23,141,79,456,
456,Shabazz Muhammad,129,13,2249,442,938,.471,50,159,.314,392,779,.503,.498,246,333,.739,143,232,375,78,40,12,98,138,1180,
457,Byron Mullens,189,66,3446,557,1366,.408,111,348,.319,446,1018,.438,.448,173,245,.706,200,590,790,153,74,98,187,335,1398,
458,Erik Murphy,24,0,62,3,13,.231,0,3,.000,3,10,.300,.231,0,0,,2,6,8,2,0,4,2,7,6,
459,Kevin Murphy,17,0,52,7,28,.250,1,5,.200,6,23,.261,.268,0,0,,0,4,4,2,1,0,3,4,15,
460,Toure' Murry,56,0,391,58,134,.433,5,12,.417,53,122,.434,.451,25,41,.610,14,31,45,50,20,1,38,48,146,
461,Mike Muscala,100,8,1162,172,339,.507,19,58,.328,153,281,.544,.535,59,68,.868,94,164,258,57,28,47,55,136,422,
462,Larry Nance Jr.,40,22,811,105,194,.541,1,3,.333,104,191,.545,.544,21,30,.700,60,138,198,26,33,10,27,78,232,
463,Shabazz Napier,95,10,1545,147,402,.366,71,203,.350,76,199,.382,.454,73,94,.777,25,135,160,219,63,5,123,113,438,
464,Hamady N'Diaye,33,0,157,7,15,.467,0,0,,7,15,.467,.467,6,13,.462,7,18,25,3,2,9,6,33,20,
465,Gary Neal,350,31,7489,1275,3014,.423,460,1201,.383,815,1813,.450,.499,456,537,.849,81,678,759,572,145,10,365,524,3466,
466,Nemanja Nedovic,24,0,142,8,39,.205,3,18,.167,5,21,.238,.244,7,8,.875,3,12,15,13,0,1,13,13,26,
467,Jameer Nelson,752,600,21474,3427,7843,.437,1006,2737,.368,2421,5106,.474,.501,1146,1408,.814,385,1913,2298,3944,691,56,1636,1916,9006,
468,Raul Neto,51,50,1043,123,291,.423,44,111,.396,79,180,.439,.498,26,37,.703,13,65,78,126,44,2,71,89,316,
469,Andrew Nicholson,227,36,3465,604,1290,.468,66,201,.328,538,1089,.494,.494,162,208,.779,163,562,725,103,54,80,182,380,1436,
470,Joakim Noah,572,465,16848,2030,4141,.490,0,14,.000,2030,4127,.492,.490,1265,1780,.711,1910,3477,5387,1704,481,803,1015,1637,5325,
471,Nerlens Noel,121,113,3659,506,1036,.488,0,0,,506,1036,.488,.488,227,379,.599,285,701,986,201,210,216,258,328,1239,
472,Lucas Nogueira,24,0,157,22,37,.595,1,2,.500,21,35,.600,.608,8,13,.615,11,25,36,4,11,5,7,25,53,
473,Steve Novak,455,6,5613,745,1701,.438,570,1322,.431,175,379,.462,.606,99,113,.876,68,518,586,132,91,38,80,368,2159,
474,Dirk Nowitzki,1314,1283,46403,10204,21506,.474,1655,4325,.383,8549,17181,.498,.513,6916,7866,.879,1401,8975,10376,3363,1108,1162,2341,3200,28979,
475,James Nunnally,13,0,165,15,46,.326,8,25,.320,7,21,.333,.413,6,9,.667,1,18,19,8,6,2,7,11,44,
476,Jusuf Nurkic,79,27,1337,211,496,.425,0,4,.000,211,492,.429,.425,114,179,.637,153,315,468,63,59,84,104,248,536,
477,J.J. O'Brien,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,1,0,0,1,0,
478,Johnny O'Bryant,81,18,1040,110,281,.391,1,1,1.000,109,280,.389,.393,34,60,.567,78,123,201,46,20,11,52,125,255,
479,Patrick O'Bryant,90,3,524,79,160,.494,0,3,.000,79,157,.503,.494,28,48,.583,32,95,127,25,18,40,42,126,186,
480,Greg Oden,105,66,2028,317,552,.574,0,0,,317,552,.574,.574,206,313,.658,256,400,656,51,40,130,138,374,840,
481,Tim Ohlbrecht,3,0,12,1,3,.333,0,0,,1,3,.333,.333,1,1,1.000,0,1,1,1,1,0,4,1,3,
482,Jahlil Okafor,47,42,1431,345,699,.494,0,3,.000,345,696,.496,.494,116,170,.682,113,234,347,58,21,56,110,120,806,
483,Victor Oladipo,200,143,6562,1115,2623,.425,223,662,.337,892,1961,.455,.468,633,785,.806,120,733,853,815,313,83,568,508,3086,
484,Kelly Olynyk,188,30,3919,691,1477,.468,170,456,.373,521,1021,.510,.525,259,350,.740,292,608,900,302,142,97,267,572,1811,
485,Jermaine O'Neal,1011,697,27364,5144,11025,.467,14,95,.147,5130,10930,.469,.467,3007,4208,.715,1991,5270,7261,1369,470,1820,1872,2896,13309,
486,Arinze Onuaku,11,1,98,13,19,.684,0,0,,13,19,.684,.684,4,10,.400,9,20,29,7,1,3,3,9,30,
487,Kyle O'Quinn,220,42,3133,487,980,.497,13,61,.213,474,919,.516,.504,161,224,.719,260,669,929,237,97,181,215,453,1148,
488,Daniel Orton,51,6,542,50,103,.485,0,1,.000,50,102,.490,.485,43,72,.597,48,78,126,24,18,28,29,81,143,
489,Kelly Oubre Jr.,42,9,505,58,142,.408,21,58,.362,37,84,.440,.482,24,35,.686,18,74,92,11,15,6,21,67,161,
490,Travis Outlaw,622,98,13026,1994,4713,.423,344,1021,.337,1650,3692,.447,.460,941,1265,.744,480,1494,1974,514,331,381,512,1035,5273,
491,Zaza Pachulia,865,367,18600,2158,4679,.461,0,23,.000,2158,4656,.463,.461,1882,2528,.744,1967,3169,5136,1072,624,305,1201,2250,6198,
492,Kostas Papanikolaou,69,7,1089,93,263,.354,41,138,.297,52,125,.416,.432,22,32,.688,47,111,158,101,42,18,76,95,249,
493,Jannero Pargo,499,18,7449,1228,3140,.391,400,1124,.356,828,2016,.411,.455,319,369,.864,112,589,701,986,250,28,560,648,3175,
494,Jabari Parker,72,68,2082,350,718,.487,4,23,.174,346,695,.498,.490,129,172,.750,122,232,354,107,68,26,99,129,833,
495,Tony Parker,1056,1043,33921,7012,14167,.495,462,1418,.326,6550,12749,.514,.511,3118,4139,.753,406,2646,3052,6214,957,84,2584,1824,17604,
496,Chandler Parsons,326,310,10860,1780,3775,.472,544,1445,.376,1236,2330,.530,.544,525,750,.700,320,1322,1642,974,333,125,536,684,4629,
497,Lamar Patterson,35,0,395,28,80,.350,12,49,.245,16,31,.516,.425,16,22,.727,4,46,50,39,9,2,23,45,84,
498,Patrick Patterson,385,65,9085,1281,2736,.468,281,772,.364,1000,1964,.509,.520,240,323,.743,597,1220,1817,467,229,211,304,715,3083,
499,Chris Paul,747,747,26890,4938,10447,.473,827,2262,.366,4111,8185,.502,.512,3284,3809,.862,516,2737,3253,7400,1744,77,1815,1854,13987,
500,Sasha Pavlovic,567,142,8888,1070,2651,.404,308,890,.346,762,1761,.433,.462,339,504,.673,188,812,1000,517,272,98,460,1026,2787,
501,Adreian Payne,65,24,1050,127,307,.414,9,32,.281,118,275,.429,.428,38,58,.655,58,171,229,46,28,17,65,137,301,
502,Cameron Payne,36,0,426,78,177,.441,31,75,.413,47,102,.461,.528,10,13,.769,6,56,62,68,26,5,21,48,197,
503,Elfrid Payton,130,110,3923,516,1213,.425,32,100,.320,484,1113,.435,.439,198,344,.576,154,368,522,812,204,32,319,304,1262,
504,Oleksiy Pecherov,111,5,1044,160,414,.386,45,155,.290,115,259,.444,.441,73,92,.793,88,178,266,20,21,22,59,119,438,
505,Nikola Pekovic,271,194,6744,1314,2537,.518,0,0,,1314,2537,.518,.518,777,1023,.760,803,1004,1807,199,140,151,414,632,3405,
506,Jeff Ayres,225,15,2229,277,498,.556,2,4,.500,275,494,.557,.558,110,143,.769,193,420,613,96,37,66,127,344,666,
507,Kendrick Perkins,754,563,16694,1677,3158,.531,0,14,.000,1677,3144,.533,.531,793,1330,.596,1286,3136,4422,785,251,894,1199,2087,4147,
508,Johan Petro,473,139,7262,976,2114,.462,2,13,.154,974,2101,.464,.462,248,366,.678,536,1300,1836,227,193,234,374,1158,2202,
509,Paul Pierce,1298,1262,45220,8589,19269,.446,2107,5703,.369,6482,13566,.478,.500,6887,8540,.806,1088,6340,7428,4677,1736,734,3494,3561,26172,
510,Mickael Pietrus,557,172,11950,1625,3821,.425,679,1910,.355,946,1911,.495,.514,700,1053,.665,440,1283,1723,445,371,230,576,1270,4629,
511,Dexter Pittman,50,6,347,49,109,.450,0,0,,49,109,.450,.450,18,33,.545,38,51,89,9,8,8,22,83,116,
512,Tibor Pleiss,12,0,82,11,25,.440,0,2,.000,11,23,.478,.440,2,2,1.000,6,9,15,2,1,2,8,19,24,
513,Mason Plumlee,206,121,4394,660,1145,.576,0,8,.000,660,1137,.580,.576,406,717,.566,416,816,1232,274,156,174,289,546,1726,
514,Miles Plumlee,199,109,3510,469,901,.521,0,0,,469,901,.521,.521,110,196,.561,355,691,1046,84,99,182,179,329,1048,
515,Quincy Pondexter,279,47,5042,528,1244,.424,202,553,.365,326,691,.472,.506,208,284,.732,184,383,567,230,103,46,154,416,1466,
516,Otto Porter,154,54,3079,414,919,.450,90,284,.317,324,635,.510,.499,130,174,.747,146,358,504,156,123,45,111,223,1048,
517,Bobby Portis,32,0,519,96,214,.449,7,25,.280,89,189,.471,.465,25,35,.714,54,93,147,18,15,13,31,53,224,
518,Kristaps Porzingis,54,54,1525,276,648,.426,61,175,.349,215,473,.455,.473,139,164,.848,111,304,415,65,41,105,94,153,752,
519,Dwight Powell,81,0,1087,157,319,.492,5,23,.217,152,296,.514,.500,120,160,.750,87,203,290,45,37,27,47,141,439,
520,Josh Powell,316,28,3966,498,1136,.438,7,20,.350,491,1116,.440,.441,223,300,.743,331,601,932,161,49,68,254,491,1226,
521,Norman Powell,24,4,156,14,51,.275,1,12,.083,13,39,.333,.284,3,5,.600,6,20,26,7,10,1,7,19,32,
522,Phil Pressey,139,11,1902,163,482,.338,48,184,.261,115,298,.386,.388,71,112,.634,33,175,208,404,109,12,147,165,445,
523,A.J. Price,261,25,3929,549,1444,.380,218,690,.316,331,754,.439,.456,207,279,.742,68,309,377,567,125,9,229,237,1523,
524,Ronnie Price,502,56,6452,665,1777,.374,205,679,.302,460,1098,.419,.432,278,374,.743,158,428,586,854,375,47,429,824,1813,
525,Pablo Prigioni,244,49,4190,305,706,.432,187,483,.387,118,223,.529,.564,70,80,.875,129,322,451,700,248,5,235,392,867,
526,Tayshaun Prince,993,900,31245,4563,10026,.455,568,1541,.369,3995,8485,.471,.483,1532,2027,.756,1116,3175,4291,2385,561,498,1057,1236,11226,
527,Miroslav Raduljica,53,2,488,71,134,.530,0,0,,71,134,.530,.530,47,57,.825,56,57,113,23,8,13,30,92,189,
528,Julius Randle,55,33,1490,234,562,.416,7,23,.304,227,539,.421,.423,126,182,.692,118,420,538,91,34,22,102,166,601,
529,Anthony Randolph,252,43,3841,677,1494,.453,20,83,.241,657,1411,.466,.460,415,561,.740,335,743,1078,187,150,224,298,456,1789,
530,Shavlik Randolph,146,7,1202,129,287,.449,1,6,.167,128,281,.456,.451,81,149,.544,151,212,363,36,44,38,59,193,340,
531,Zach Randolph,964,800,30694,6498,13725,.473,123,472,.261,6375,13253,.481,.478,3214,4214,.763,2956,6112,9068,1734,742,277,2041,2326,16333,
532,J.J. Redick,586,215,14256,2210,4964,.445,1000,2448,.408,1210,2516,.481,.546,1199,1354,.886,113,986,1099,1131,252,36,601,846,6619,
533,Willie Reed,26,0,267,47,80,.588,0,0,,47,80,.588,.588,16,32,.500,26,44,70,5,3,14,13,34,110,
534,Glen Rice, Jr.,16,1,152,14,52,.269,6,24,.250,8,28,.286,.327,9,13,.692,6,18,24,9,6,1,11,18,43,
535,Josh Richardson,23,1,264,14,54,.259,5,25,.200,9,29,.310,.306,11,16,.688,4,22,26,19,8,5,12,35,44,
536,Luke Ridnour,830,493,21623,2933,6803,.431,584,1674,.349,2349,5129,.458,.474,1290,1496,.862,363,1514,1877,3713,814,161,1349,1779,7740,
537,Austin Rivers,252,40,5315,688,1698,.405,136,432,.315,552,1266,.436,.445,296,469,.631,84,390,474,502,150,41,258,500,1808,
538,Andre Roberson,152,126,2663,216,453,.477,40,160,.250,176,293,.601,.521,52,94,.553,146,352,498,121,112,69,93,296,524,
539,Brian Roberts,252,57,4654,684,1659,.412,194,551,.352,490,1108,.442,.471,295,321,.919,51,320,371,653,120,17,239,338,1857,
540,Glenn Robinson III,73,5,703,79,194,.407,15,49,.306,64,145,.441,.446,43,62,.694,26,73,99,32,22,7,25,33,216,
541,Nate Robinson,618,107,13878,2458,5811,.423,811,2255,.360,1647,3556,.463,.493,1080,1357,.796,385,1061,1446,1826,543,42,876,1482,6807,
542,Thomas Robinson,242,4,3219,474,1026,.462,0,4,.000,474,1022,.464,.462,195,367,.531,392,719,1111,125,115,94,241,418,1143,
543,Rajon Rondo,624,571,20453,2848,6085,.468,167,596,.280,2681,5489,.488,.482,954,1573,.606,699,2313,3012,5383,1142,83,1823,1408,6817,
544,Derrick Rose,385,384,13562,2948,6591,.447,332,1110,.299,2616,5481,.477,.472,1407,1729,.814,342,1081,1423,2420,313,153,1131,557,7635,
545,Terrence Ross,282,132,6584,971,2316,.419,449,1196,.375,522,1120,.466,.516,183,230,.796,124,609,733,252,198,84,239,514,2574,
546,Terry Rozier,18,0,106,12,49,.245,2,12,.167,10,37,.270,.265,3,3,1.000,8,11,19,11,0,0,8,11,29,
547,Ricky Rubio,250,230,7879,792,2166,.366,147,476,.309,645,1690,.382,.400,787,976,.806,176,903,1079,2065,563,28,699,640,2518,
548,Damjan Rudez,89,2,1244,138,305,.452,81,202,.401,57,103,.553,.585,22,29,.759,11,47,58,60,17,5,57,100,379,
549,Brandon Rush,405,128,9143,1115,2583,.432,458,1129,.406,657,1454,.452,.520,270,382,.707,165,1085,1250,404,194,229,359,556,2958,
550,D'Angelo Russell,53,22,1434,250,602,.415,81,244,.332,169,358,.472,.483,65,93,.699,30,161,191,176,63,9,128,88,646,
551,Robert Sacre,182,35,2655,306,703,.435,0,1,.000,306,702,.436,.435,138,209,.660,198,364,562,123,54,110,99,325,750,
552,John Salmons,895,429,23672,3007,6979,.431,726,1986,.366,2281,4993,.457,.483,1552,1942,.799,435,2168,2603,2183,756,239,1185,1667,8292,
553,JaKarr Sampson,121,50,1822,232,548,.423,37,161,.230,195,387,.504,.457,125,191,.654,65,227,292,107,49,42,127,226,626,
554,Dennis Schroder,179,16,3254,568,1366,.416,116,352,.330,452,1014,.446,.458,266,335,.794,55,317,372,650,117,9,320,267,1518,
555,Luis Scola,683,480,18094,3528,7135,.494,51,155,.329,3477,6980,.498,.498,1417,1905,.744,1270,3445,4715,1136,448,216,1067,1921,8524,
556,Mike Scott,237,7,3691,695,1479,.470,168,491,.342,527,988,.533,.527,242,309,.783,179,535,714,210,75,24,167,299,1800,
557,Thabo Sefolosha,652,424,15020,1461,3275,.446,374,1090,.343,1087,2185,.497,.503,513,694,.739,495,1995,2490,966,696,294,604,1135,3809,
558,Kevin Seraphin,360,31,5703,1000,2059,.486,0,4,.000,1000,2055,.487,.486,226,317,.713,455,815,1270,213,79,273,411,816,2226,
559,Ramon Sessions,581,137,14277,2148,4914,.437,166,530,.313,1982,4384,.452,.454,1921,2415,.795,310,1345,1655,2501,419,46,1052,838,6383,
560,Mustafa Shakur,25,0,170,21,62,.339,1,11,.091,20,51,.392,.347,9,17,.529,7,15,22,29,5,3,20,17,52,
561,Tornike Shengelia,45,0,247,23,51,.451,1,8,.125,22,43,.512,.461,12,24,.500,13,26,39,17,6,2,23,29,59,
562,Iman Shumpert,270,163,6932,770,1947,.395,270,795,.340,500,1152,.434,.465,234,313,.748,225,729,954,548,347,56,354,684,2044,
563,Alexey Shved,182,25,3271,445,1207,.369,162,529,.306,283,678,.417,.436,297,390,.762,85,270,355,460,110,49,243,201,1349,
564,Xavier Silas,2,0,39,4,15,.267,1,6,.167,3,9,.333,.300,2,3,.667,2,2,4,3,0,0,3,5,11,
565,Jonathon Simmons,39,0,560,86,171,.503,14,34,.412,72,137,.526,.544,47,61,.770,10,51,61,46,15,4,39,78,233,
566,Henry Sims,121,57,2279,370,779,.475,4,23,.174,366,756,.484,.478,196,258,.760,227,371,598,131,67,50,141,252,940,
567,Chris Singleton,148,62,2605,233,620,.376,58,182,.319,175,438,.400,.423,88,139,.633,112,360,472,92,117,57,100,325,612,
568,Kyle Singler,286,169,6916,762,1812,.421,278,745,.373,484,1067,.454,.497,312,390,.800,282,622,904,247,184,101,252,653,2114,
569,Peyton Siva,24,0,224,18,57,.316,7,25,.280,11,32,.344,.377,11,15,.733,2,12,14,34,9,1,18,27,54,
570,Donald Sloan,191,50,3107,368,916,.402,82,268,.306,286,648,.441,.447,147,195,.754,50,327,377,521,67,5,199,156,965,
571,Marcus Smart,101,46,2730,286,783,.365,132,415,.318,154,368,.418,.450,155,224,.692,101,261,362,310,157,29,133,275,859,
572,Chris Smith,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
573,Greg Smith,131,12,1642,225,362,.622,0,1,.000,225,361,.623,.622,103,174,.592,153,294,447,35,28,58,58,262,553,
574,Ish Smith,294,46,4303,626,1581,.396,52,197,.264,574,1384,.415,.412,151,233,.648,98,445,543,885,194,44,328,271,1455,
575,Jason Smith,459,96,7994,1218,2606,.467,33,112,.295,1185,2494,.475,.474,452,574,.787,533,1070,1603,359,167,305,399,1020,2921,
576,Josh Smith,879,767,28764,5061,11167,.453,438,1536,.285,4623,9631,.480,.473,2364,3737,.633,1706,4910,6616,2765,1075,1710,2177,2429,12924,
577,J.R. Smith,810,266,21645,3859,9118,.423,1604,4287,.374,2255,4831,.467,.511,1385,1888,.734,433,2189,2622,1794,827,175,1173,1860,10707,
578,Nolan Smith,84,4,829,109,294,.371,19,73,.260,90,221,.407,.403,40,56,.714,24,59,83,97,25,4,71,81,277,
579,Russ Smith,27,0,131,15,47,.319,3,16,.188,12,31,.387,.351,20,26,.769,2,13,15,19,8,1,19,18,53,
580,Tony Snell,199,63,3676,390,978,.399,175,502,.349,215,476,.452,.488,100,124,.806,63,401,464,174,75,40,135,243,1055,
581,James Southerland,4,0,30,5,15,.333,3,6,.500,2,9,.222,.433,1,2,.500,0,8,8,0,1,2,1,3,14,
582,Marreese Speights,542,73,8324,1707,3664,.466,27,102,.265,1680,3562,.472,.470,797,1012,.788,809,1467,2276,327,149,274,479,1181,4238,
583,Tiago Splitter,347,153,6736,1059,1901,.557,0,8,.000,1059,1893,.559,.557,659,947,.696,568,1189,1757,419,197,208,378,677,2777,
584,Nik Stauskas,120,27,2255,231,623,.371,116,353,.329,115,270,.426,.464,95,120,.792,22,174,196,151,47,33,96,159,673,
585,D.J. Stephens,3,0,15,3,7,.429,0,0,,3,7,.429,.429,1,1,1.000,1,4,5,0,0,0,0,0,7,
586,Lance Stephenson,314,186,7840,1051,2348,.448,189,619,.305,862,1729,.499,.488,324,483,.671,213,1105,1318,949,222,39,547,614,2615,
