11,LaMarcus Aldridge,2007-08,22,POR,NBA,PF,76,2649,18.5,.523,.006,.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,,3.5,2.8,6.2,.113,,0.1,0.7,0.8,1.8,
11,LaMarcus Aldridge,2008-09,23,POR,NBA,PF,81,3004,19.1,.529,.023,.269,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,,6.1,3.3,9.5,.151,,1.2,0.7,1.9,3.0,
11,LaMarcus Aldridge,2009-10,24,POR,NBA,PF,78,2922,18.2,.535,.014,.260,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,,5.5,3.3,8.8,.145,,0.9,0.6,1.6,2.6,
11,LaMarcus Aldridge,2010-11,25,POR,NBA,PF,81,3211,21.5,.549,.016,.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,,7.6,3.5,11.1,.166,,1.9,0.5,2.4,3.5,
11,LaMarcus Aldridge,2011-12,26,POR,NBA,PF,55,1994,22.7,.560,.012,.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,,5.4,1.6,7.0,.169,,2.7,-0.2,2.4,2.2,
11,LaMarcus Aldridge,2012-13,27,POR,NBA,PF,74,2790,20.4,.530,.011,.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,,4.8,2.3,7.2,.124,,0.3,0.5,0.8,2.0,
11,LaMarcus Aldridge,2013-14,28,POR,NBA,PF,69,2498,21.8,.507,.011,.253,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,,4.0,3.5,7.5,.144,,-0.4,0.7,0.3,1.5,
11,LaMarcus Aldridge,2014-15,29,POR,NBA,PF,71,2512,22.8,.528,.074,.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,,4.9,3.7,8.6,.165,,0.3,0.0,0.3,1.4,
11,LaMarcus Aldridge,2015-16,30,SAS,NBA,PF,49,1454,21.3,.554,.018,.286,10.0,21.5,16.0,7.8,0.6,2.7,8.1,25.6,,3.4,2.9,6.3,.210,,0.4,0.8,1.2,1.2,
12,Cliff Alexander,2015-16,20,POR,NBA,PF,7,31,14.4,.500,.000,.000,7.0,14.2,10.5,0.0,1.6,5.2,9.1,15.6,,0.0,0.0,0.0,.068,,-6.0,-1.4,-7.3,0.0,
13,Lavoy Allen,2011-12,22,PHI,NBA,PF,41,624,12.7,.488,.000,.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,,0.4,1.2,1.6,.124,,-3.1,1.8,-1.3,0.1,
13,Lavoy Allen,2012-13,23,PHI,NBA,C,79,1669,11.5,.474,.002,.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,,0.9,1.6,2.5,.072,,-3.2,0.6,-2.6,-0.3,
13,Lavoy Allen,2013-14,24,TOT,NBA,PF,65,1072,12.5,.470,.043,.167,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,,0.6,0.9,1.5,.066,,-3.1,0.3,-2.8,-0.2,
13,Lavoy Allen,2013-14,24,PHI,NBA,PF,51,960,11.9,.464,.049,.150,11.5,20.0,15.6,10.2,1.1,2.2,12.4,14.3,,0.4,0.7,1.1,.053,,-3.3,0.1,-3.2,-0.3,
13,Lavoy Allen,2013-14,24,IND,NBA,PF,14,112,17.5,.521,.000,.294,13.7,20.1,17.1,9.0,0.9,4.1,9.4,17.3,,0.2,0.2,0.4,.180,,-1.7,2.2,0.4,0.1,
13,Lavoy Allen,2014-15,25,IND,NBA,PF,63,1070,14.9,.493,.000,.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,,1.3,1.6,2.8,.127,,-1.4,2.2,0.8,0.8,
13,Lavoy Allen,2015-16,26,IND,NBA,PF,52,1127,11.9,.509,.000,.147,10.8,18.0,14.4,6.7,0.9,2.2,15.0,13.2,,0.8,1.5,2.3,.097,,-2.4,1.6,-0.8,0.3,
14,Tony Allen,2004-05,23,BOS,NBA,SG,77,1262,14.7,.542,.080,.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,,1.2,1.6,2.7,.103,,-0.7,0.6,-0.1,0.6,
14,Tony Allen,2005-06,24,BOS,NBA,PG,51,978,12.9,.554,.124,.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,,0.6,1.0,1.7,.082,,-1.6,0.2,-1.4,0.2,
14,Tony Allen,2006-07,25,BOS,NBA,SG,33,805,17.0,.596,.127,.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,,0.8,1.1,1.9,.111,,0.0,1.1,1.1,0.6,
14,Tony Allen,2007-08,26,BOS,NBA,SG,75,1373,10.7,.527,.147,.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,,-0.1,2.8,2.7,.093,,-3.2,1.8,-1.4,0.2,
14,Tony Allen,2008-09,27,BOS,NBA,SG,46,887,12.9,.541,.095,.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,,-0.2,1.8,1.6,.085,,-2.7,2.5,-0.3,0.4,
14,Tony Allen,2009-10,28,BOS,NBA,SG,54,889,14.2,.540,.020,.470,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,,0.2,1.6,1.9,.100,,-1.8,2.6,0.8,0.6,
14,Tony Allen,2010-11,29,MEM,NBA,SG,72,1494,18.3,.562,.047,.370,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,,2.0,2.7,4.7,.152,,0.7,2.9,3.6,2.1,
14,Tony Allen,2011-12,30,MEM,NBA,SG,58,1525,15.7,.541,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,,1.7,2.5,4.2,.131,,0.0,2.5,2.5,1.7,
14,Tony Allen,2012-13,31,MEM,NBA,SG,79,2109,13.2,.489,.038,.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,,1.0,4.1,5.1,.115,,-1.6,2.9,1.3,1.8,
14,Tony Allen,2013-14,32,MEM,NBA,SG,55,1278,15.6,.531,.114,.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,,0.5,2.1,2.7,.100,,-0.1,2.4,2.3,1.4,
14,Tony Allen,2014-15,33,MEM,NBA,SG,63,1648,14.6,.528,.064,.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,,0.9,3.2,4.1,.119,,-0.4,3.7,3.3,2.2,
14,Tony Allen,2015-16,34,MEM,NBA,SF,46,1138,10.9,.471,.094,.281,7.3,15.3,11.2,5.8,3.3,1.0,11.7,14.7,,0.0,1.6,1.6,.067,,-2.3,1.7,-0.6,0.4,
15,Al-Farouq Aminu,2010-11,20,LAC,NBA,SF,81,1452,9.6,.499,.352,.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,,-0.8,1.4,0.7,.022,,-3.1,0.1,-3.0,-0.4,
15,Al-Farouq Aminu,2011-12,21,NOH,NBA,SF,66,1477,10.6,.481,.129,.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,,-0.4,1.8,1.4,.044,,-3.0,1.6,-1.3,0.2,
15,Al-Farouq Aminu,2012-13,22,NOH,NBA,SF,76,2066,13.7,.519,.040,.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,,0.7,2.4,3.1,.073,,-2.0,2.4,0.4,1.3,
15,Al-Farouq Aminu,2013-14,23,NOP,NBA,SF,80,2045,13.2,.516,.097,.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,,1.3,1.8,3.1,.072,,-1.4,1.0,-0.3,0.9,
15,Al-Farouq Aminu,2014-15,24,DAL,NBA,SF,74,1366,14.4,.504,.347,.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,,1.2,2.0,3.3,.115,,-0.5,2.9,2.4,1.5,
15,Al-Farouq Aminu,2015-16,25,POR,NBA,SF,54,1582,12.3,.517,.456,.214,4.5,19.3,11.8,8.2,1.6,1.8,13.8,17.5,,0.7,1.8,2.4,.073,,-1.2,0.7,-0.4,0.6,
16,Lou Amundson,2006-07,24,TOT,NBA,PF,11,89,9.6,.412,.000,.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,,-0.1,0.1,0.1,.039,,-5.5,1.4,-4.1,0.0,
16,Lou Amundson,2006-07,24,UTA,NBA,PF,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.004,,-5.3,0.2,-5.1,0.0,
16,Lou Amundson,2006-07,24,PHI,NBA,PF,10,87,9.8,.412,.000,.667,18.0,20.6,19.3,1.7,0.6,7.1,20.5,13.0,,-0.1,0.1,0.1,.040,,-5.5,1.4,-4.1,0.0,
16,Lou Amundson,2007-08,25,PHI,NBA,PF,16,64,7.4,.472,.000,.438,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,,0.0,0.0,0.1,.043,,-4.5,-4.3,-8.8,-0.1,
16,Lou Amundson,2008-09,26,PHO,NBA,PF,76,1044,13.3,.530,.004,.480,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,,0.8,1.0,1.8,.082,,-1.3,0.8,-0.5,0.4,
16,Lou Amundson,2009-10,27,PHO,NBA,PF,79,1168,14.4,.562,.004,.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,,1.5,1.3,2.9,.118,,-1.0,1.4,0.4,0.7,
16,Lou Amundson,2010-11,28,GSW,NBA,PF,46,691,11.5,.452,.000,.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,,0.2,0.5,0.6,.044,,-4.0,-0.9,-4.9,-0.5,
16,Lou Amundson,2011-12,29,IND,NBA,PF,60,753,11.5,.438,.000,.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,,-0.3,1.3,1.0,.062,,-3.9,1.2,-2.7,-0.1,
16,Lou Amundson,2012-13,30,TOT,NBA,PF,39,372,9.3,.392,.000,.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,,-0.3,0.4,0.1,.019,,-4.4,1.0,-3.3,-0.1,
16,Lou Amundson,2012-13,30,MIN,NBA,PF,20,161,6.3,.342,.000,.526,15.9,17.6,16.7,2.8,2.2,2.9,19.0,16.1,,-0.4,0.2,-0.1,-0.038,,-6.9,0.9,-5.9,-0.2,
16,Lou Amundson,2012-13,30,CHI,NBA,PF,1,2,0.0,.000,.000,.000,56.7,0.0,28.7,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,-0.274,,-9.7,-11.4,-21.1,0.0,
16,Lou Amundson,2012-13,30,NOH,NBA,PF,18,209,11.7,.449,.000,.381,13.4,19.7,16.5,5.8,2.3,2.4,14.0,12.7,,0.1,0.2,0.3,.065,,-2.4,1.3,-1.1,0.0,
16,Lou Amundson,2013-14,31,TOT,NBA,PF,19,185,9.1,.446,.000,.750,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,,-0.1,0.2,0.1,.024,,-3.4,2.1,-1.3,0.0,
16,Lou Amundson,2013-14,31,NOP,NBA,PF,18,184,9.2,.446,.000,.750,17.4,17.3,17.4,4.7,2.5,5.0,24.8,14.0,,-0.1,0.2,0.1,.024,,-3.4,2.1,-1.3,0.0,
16,Lou Amundson,2013-14,31,CHI,NBA,PF,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.029,,-7.3,1.0,-6.3,0.0,
16,Lou Amundson,2014-15,32,TOT,NBA,PF,53,937,11.8,.442,.004,.341,11.3,22.0,16.5,12.2,1.2,4.6,17.5,17.4,,-0.6,0.9,0.3,.017,,-4.0,2.0,-2.0,0.0,
16,Lou Amundson,2014-15,32,CLE,NBA,PF,12,79,3.8,.387,.000,.417,7.4,21.5,14.5,8.7,0.7,0.0,26.0,11.0,,-0.1,0.1,0.0,-0.011,,-6.2,-0.1,-6.3,-0.1,
16,Lou Amundson,2014-15,32,NYK,NBA,PF,41,858,12.5,.444,.004,.337,11.6,22.0,16.7,12.6,1.3,5.0,17.0,18.0,,-0.5,0.8,0.4,.020,,-3.8,2.2,-1.6,0.1,
16,Lou Amundson,2015-16,33,NYK,NBA,PF,22,163,9.1,.452,.000,.535,11.6,16.1,13.9,8.6,1.6,1.9,14.5,17.2,,0.0,0.2,0.1,.040,,-3.4,-0.1,-3.5,-0.1,
17,Alan Anderson,2005-06,23,CHA,NBA,SF,36,564,10.4,.520,.320,.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,,0.2,0.3,0.4,.037,,-1.9,-1.8,-3.7,-0.2,
17,Alan Anderson,2006-07,24,CHA,NBA,SG,17,256,10.1,.538,.247,.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,,0.0,0.1,0.1,.024,,-2.2,-1.8,-4.0,-0.1,
17,Alan Anderson,2011-12,29,TOR,NBA,SF,17,461,8.7,.519,.430,.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,,0.1,0.2,0.3,.032,,-1.2,-2.2,-3.4,-0.2,
17,Alan Anderson,2012-13,30,TOR,NBA,SF,65,1495,12.6,.509,.463,.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,,0.8,0.8,1.6,.052,,0.4,-2.4,-2.0,0.0,
17,Alan Anderson,2013-14,31,BRK,NBA,SF,78,1773,9.5,.525,.511,.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,,0.8,0.9,1.7,.047,,-0.8,-1.4,-2.2,-0.1,
17,Alan Anderson,2014-15,32,BRK,NBA,SG,74,1744,10.6,.563,.477,.230,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,,1.7,1.1,2.7,.075,,0.0,-0.5,-0.5,0.6,
18,Chris Andersen,2001-02,23,DEN,NBA,C,24,262,13.8,.417,.054,.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,,0.0,0.3,0.3,.058,,-4.1,2.2,-1.9,0.0,
18,Chris Andersen,2002-03,24,DEN,NBA,C,59,907,14.0,.440,.004,.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,,-0.5,1.7,1.1,.059,,-4.8,2.1,-2.7,-0.2,
18,Chris Andersen,2003-04,25,DEN,NBA,PF,71,1029,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,,0.5,1.9,2.4,.111,,-3.7,4.2,0.5,0.7,
18,Chris Andersen,2004-05,26,NOH,NBA,C,67,1430,18.5,.581,.008,.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,,2.7,1.8,4.5,.152,,-1.1,2.4,1.2,1.2,
18,Chris Andersen,2005-06,27,NOK,NBA,C,32,570,14.1,.562,.000,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,,0.6,0.7,1.3,.112,,-2.8,1.3,-1.5,0.1,
18,Chris Andersen,2007-08,29,NOH,NBA,C,5,34,6.1,.342,.000,.571,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,,-0.1,0.1,0.0,.012,,-10.4,0.8,-9.6,-0.1,
18,Chris Andersen,2008-09,30,DEN,NBA,C,71,1460,18.1,.608,.034,.620,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,.176,,-1.2,4.6,3.4,2.0,
18,Chris Andersen,2009-10,31,DEN,NBA,PF,76,1695,15.8,.631,.012,.940,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,,3.2,2.7,5.9,.166,,-1.1,3.3,2.1,1.8,
18,Chris Andersen,2010-11,32,DEN,NBA,C,45,732,19.0,.636,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,,1.9,1.2,3.2,.207,,0.2,3.1,3.3,1.0,
18,Chris Andersen,2011-12,33,DEN,NBA,C,32,486,18.9,.583,.000,.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,,1.0,0.8,1.9,.183,,-1.2,2.6,1.4,0.4,
18,Chris Andersen,2012-13,34,MIA,NBA,C,42,624,17.4,.631,.024,.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,,1.6,1.1,2.7,.207,,-0.6,1.8,1.2,0.5,
18,Chris Andersen,2013-14,35,MIA,NBA,C,72,1396,18.5,.683,.044,.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,,3.8,2.2,6.0,.205,,0.1,1.5,1.6,1.3,
